target	pipeline	src_type	model	protocol	rep	rmsd	tmscore	gdtts	gdtha	aligned_len	seq_len	source
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	2	0.897	0.9811	0.9456	0.7611	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	3	0.974	0.978	0.932	0.75	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	4	0.903	0.9808	0.9464	0.7543	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	5	0.931	0.9793	0.9345	0.7432	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	1	0.865	0.9824	0.9532	0.7891	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	2	0.861	0.9836	0.96	0.8231	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	3	0.817	0.985	0.966	0.8359	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	4	0.881	0.9816	0.9447	0.784	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	5	0.856	0.9834	0.9592	0.8095	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	1	0.773	0.9868	0.977	0.8537	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	2	0.783	0.9863	0.9668	0.8478	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	3	0.759	0.9874	0.9804	0.858	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	4	0.799	0.9859	0.9719	0.8376	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	5	0.793	0.9858	0.9711	0.8384	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	1	1.028	0.9757	0.9218	0.7219	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	2	0.989	0.9768	0.9252	0.7296	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	3	0.935	0.979	0.9328	0.7423	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	4	1.047	0.9749	0.9167	0.7177	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	5	1.083	0.9728	0.915	0.7126	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	1	0.944	0.9788	0.9362	0.75	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	2	1.015	0.9758	0.9218	0.7228	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	3	0.956	0.978	0.9277	0.7347	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	4	0.978	0.9774	0.9269	0.7372	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	5	0.983	0.9772	0.9235	0.7219	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	1	1.013	0.9757	0.9167	0.7287	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	2	0.992	0.9774	0.9311	0.744	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	3	1.114	0.9716	0.9107	0.7296	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	4	1.04	0.9754	0.9124	0.7194	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	5	0.991	0.9775	0.9226	0.7321	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	1	0.916	0.9798	0.9345	0.7432	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	2	0.963	0.9781	0.932	0.744	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	3	1.003	0.9764	0.9235	0.7228	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	4	0.973	0.9775	0.9269	0.7355	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	5	0.988	0.977	0.9252	0.7296	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	1	0.816	0.9844	0.9558	0.8197	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	2	0.797	0.9851	0.9617	0.8112	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	3	0.76	0.9864	0.9685	0.8376	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	4	0.745	0.9872	0.9728	0.8571	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	5	0.811	0.9843	0.9541	0.8019	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	1	0.764	0.9868	0.9702	0.8495	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	2	0.784	0.9861	0.9677	0.8418	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	3	0.801	0.9853	0.9617	0.8325	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	4	0.782	0.9861	0.9694	0.8461	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	5	0.79	0.9857	0.9651	0.8393	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	1	1.045	0.9749	0.9184	0.7321	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	2	1.016	0.9765	0.9303	0.7423	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	3	0.879	0.9824	0.9515	0.7815	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	4	1.011	0.9766	0.9294	0.7364	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	5	0.988	0.9776	0.932	0.7406	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	1	1.07	0.9734	0.9116	0.7109	293	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	2	1.035	0.9752	0.9201	0.7279	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	3	0.995	0.9769	0.926	0.7389	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	4	1.048	0.9748	0.9226	0.7287	294	294	af_relaxed
2PCC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	5	1.045	0.9748	0.9218	0.7245	294	294	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	1	0.56	0.9917	0.9927	0.8773	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	2	0.581	0.9911	0.9936	0.8636	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	3	0.588	0.9909	0.9927	0.86	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	4	0.59	0.9908	0.9918	0.8673	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	5	0.628	0.9896	0.9864	0.8455	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	1	0.642	0.9892	0.9845	0.8464	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	2	0.615	0.9901	0.9864	0.8527	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	3	0.637	0.9894	0.9845	0.8473	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	4	0.636	0.9894	0.9845	0.8436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	5	0.632	0.9895	0.9836	0.8491	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	1	0.567	0.9915	0.9955	0.8755	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	2	0.594	0.9907	0.9882	0.8545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	3	0.589	0.9909	0.9909	0.8609	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	4	0.593	0.9908	0.99	0.8591	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	5	0.589	0.9909	0.99	0.8636	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	1	0.578	0.9912	0.9918	0.8645	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	2	0.593	0.9908	0.9909	0.8645	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	3	0.576	0.9913	0.9927	0.8727	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	4	0.579	0.9911	0.9955	0.8682	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	5	0.581	0.9911	0.9918	0.8618	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	1	0.444	0.9948	0.9973	0.9436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	2	0.415	0.9954	0.9991	0.9545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	3	0.433	0.995	1.0	0.9427	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	4	0.429	0.9951	0.9982	0.9527	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	5	0.448	0.9947	0.9973	0.9373	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	1	0.432	0.9951	0.9982	0.9527	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	2	0.421	0.9953	1.0	0.9545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	3	0.421	0.9953	0.9991	0.9509	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	4	0.417	0.9954	0.9982	0.9555	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_ref15	5	0.443	0.9948	0.9955	0.9473	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	1	0.605	0.9904	0.9918	0.8545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	2	0.602	0.9904	0.9927	0.8545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	3	0.611	0.9902	0.9873	0.8564	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	4	0.599	0.9906	0.9918	0.8545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_beta	5	0.58	0.9911	0.9927	0.8636	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	1	0.649	0.989	0.9773	0.8418	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	2	0.659	0.9886	0.9773	0.8391	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	3	0.629	0.9896	0.9836	0.85	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	4	0.661	0.9886	0.9755	0.8382	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	cartesian_ref15	5	0.637	0.9893	0.9827	0.8455	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	1	0.608	0.9903	0.9882	0.8555	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	2	0.602	0.9905	0.9891	0.86	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	3	0.622	0.9898	0.9873	0.8464	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	4	0.615	0.9901	0.9845	0.8491	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_beta	5	0.605	0.9904	0.9909	0.8564	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	1	0.59	0.9908	0.9909	0.8591	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	2	0.603	0.9904	0.9909	0.8509	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	3	0.597	0.9906	0.9909	0.8555	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	4	0.587	0.9909	0.9927	0.8582	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	dualspace_ref15	5	0.571	0.9914	0.9945	0.8727	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	1	0.444	0.9948	0.9964	0.9482	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	2	0.424	0.9953	0.9991	0.9509	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	3	0.444	0.9948	0.9982	0.9436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	4	0.435	0.995	0.9982	0.9509	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_beta	5	0.447	0.9947	0.9964	0.9445	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	1	0.425	0.9952	0.9991	0.9555	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	2	0.447	0.9947	0.9982	0.9464	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	3	0.434	0.995	0.9982	0.9518	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	4	0.439	0.9949	0.9982	0.9464	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_1	af_relaxed_ranked_1	normal_ref15	5	0.451	0.9946	0.9973	0.9391	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	1	0.608	0.9903	0.9891	0.8527	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	2	0.608	0.9903	0.9891	0.8573	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	3	0.602	0.9905	0.99	0.8545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	4	0.589	0.9909	0.9927	0.8618	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_beta	5	0.606	0.9903	0.9909	0.8545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	1	0.656	0.9887	0.9827	0.8409	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	2	0.666	0.9884	0.9827	0.83	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	3	0.653	0.9888	0.9855	0.8382	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	4	0.649	0.989	0.9836	0.8436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	cartesian_ref15	5	0.668	0.9883	0.9818	0.8409	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	1	0.63	0.9896	0.9864	0.8482	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	2	0.626	0.9897	0.9873	0.8464	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	3	0.617	0.99	0.9873	0.85	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	4	0.628	0.9896	0.9891	0.8436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_beta	5	0.638	0.9893	0.9864	0.8427	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	1	0.626	0.9897	0.9855	0.8473	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	2	0.617	0.99	0.9918	0.8573	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	3	0.638	0.9893	0.9873	0.8436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	4	0.62	0.9899	0.99	0.8527	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	dualspace_ref15	5	0.615	0.99	0.9891	0.8618	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	1	0.533	0.9925	0.9909	0.9064	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	2	0.484	0.9938	0.9955	0.9236	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	3	0.46	0.9944	0.9964	0.9409	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	4	0.437	0.9949	0.9982	0.9482	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_beta	5	0.473	0.9941	0.9964	0.9355	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	1	0.465	0.9943	0.9973	0.9355	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	2	0.434	0.995	0.9991	0.95	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	3	0.431	0.9951	0.9991	0.9545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	4	0.429	0.9951	0.9991	0.95	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_2	af_relaxed_ranked_2	normal_ref15	5	0.429	0.9951	0.9991	0.9509	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	1	0.615	0.9901	0.9873	0.8518	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	2	0.629	0.9896	0.9864	0.8427	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	3	0.628	0.9897	0.9855	0.8482	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	4	0.624	0.9898	0.9873	0.8482	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_beta	5	0.545	0.9922	0.9973	0.8945	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	1	0.637	0.9894	0.9845	0.8527	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	2	0.663	0.9886	0.9791	0.84	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	3	0.646	0.9891	0.9855	0.8482	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	4	0.63	0.9896	0.9855	0.8555	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	cartesian_ref15	5	0.659	0.9887	0.9818	0.8436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	1	0.61	0.9902	0.9882	0.8591	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	2	0.633	0.9895	0.9873	0.8464	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	3	0.641	0.9892	0.9845	0.84	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	4	0.626	0.9897	0.9882	0.8436	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_beta	5	0.628	0.9896	0.9855	0.84	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	1	0.589	0.9909	0.9927	0.8627	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	2	0.577	0.9912	0.9927	0.8645	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	3	0.58	0.9911	0.9936	0.8691	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	4	0.605	0.9904	0.99	0.8545	275	275	af_relaxed
2SIC	blue	af_relaxed_ranked_3	af_relaxed_ranked_3	dualspace_ref15	5	0.597	0.9906	0.9909	0.8536	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	1	0.612	0.9902	0.9891	0.8664	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	2	0.614	0.9901	0.9891	0.8627	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	3	0.631	0.9896	0.9855	0.8564	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	4	0.608	0.9903	0.9891	0.8673	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_beta	5	0.626	0.9897	0.9873	0.8591	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	1	0.689	0.9876	0.9782	0.8264	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	2	0.697	0.9873	0.9727	0.8191	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	3	0.678	0.988	0.9791	0.8291	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	4	0.707	0.9869	0.97	0.8127	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	cartesian_ref15	5	0.72	0.9865	0.9727	0.8118	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	1	0.625	0.9898	0.9864	0.8545	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	2	0.624	0.9898	0.9864	0.8564	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	3	0.629	0.9896	0.9882	0.8527	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	4	0.64	0.9893	0.9864	0.8545	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_beta	5	0.633	0.9895	0.9855	0.8509	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	1	0.691	0.9875	0.9764	0.8291	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	2	0.679	0.9879	0.9791	0.8336	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	3	0.682	0.9878	0.9818	0.8318	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	4	0.671	0.9882	0.9809	0.8382	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	dualspace_ref15	5	0.68	0.9879	0.9782	0.8355	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	1	0.425	0.9952	0.9991	0.9564	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	2	0.425	0.9952	0.9982	0.9527	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	3	0.423	0.9953	0.9991	0.9545	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	4	0.517	0.993	0.9936	0.92	275	275	af_relaxed
2SNI	blue	af_relaxed_ranked_0	af_relaxed_ranked_0	normal_beta	5	0.436	0.995	0.9982	0.95	275	275	af_relaxed
