target	source	model_idx	blue_rmsd	green_rmsd	rmsd_diff	blue_tmscore	green_tmscore	tmscore_diff	blue_gdtts	green_gdtts	gdtts_diff
1T6B	amber_af	1	1.3610	1.2950	0.0660	0.9808	0.9827	-0.0019	0.8972	0.9053	-0.0081
1T6B	amber_af	2	1.2880	1.3400	-0.0520	0.9822	0.9804	0.0018	0.9038	0.8976	0.0062
1T6B	amber_af	3	1.3600	1.3040	0.0560	0.9807	0.9820	-0.0013	0.8964	0.9024	-0.0060
1T6B	amber_af	4	1.3010	1.3500	-0.0490	0.9825	0.9812	0.0013	0.9013	0.9001	0.0012
1T6B	amber_boltz	0	13.8570	14.2020	-0.3450	0.7461	0.7312	0.0149	0.5647	0.5303	0.0344
1T6B	amber_boltz	1	13.6980	14.0910	-0.3930	0.7503	0.7413	0.0090	0.5562	0.5337	0.0225
1T6B	amber_boltz	2	10.4020	14.0710	-3.6690	0.7414	0.7159	0.0255	0.5374	0.5063	0.0311
1T6B	amber_boltz	3	14.5270	14.1480	0.3790	0.7295	0.7242	0.0053	0.5203	0.5244	-0.0041
1T6B	amber_boltz	4	13.9060	14.6380	-0.7320	0.7319	0.7315	0.0004	0.5399	0.5333	0.0066
1T6B	boltz	0	13.8320	14.1780	-0.3460	0.7461	0.7312	0.0149	0.5625	0.5285	0.0340
1T6B	boltz	1	13.6360	14.0730	-0.4370	0.7509	0.7416	0.0093	0.5566	0.5366	0.0200
1T6B	boltz	2	10.3790	14.0440	-3.6650	0.7416	0.7158	0.0258	0.5359	0.5052	0.0307
1T6B	boltz	3	14.5070	14.1250	0.3820	0.7295	0.7242	0.0053	0.5203	0.5248	-0.0045
1T6B	boltz	4	13.8900	14.6070	-0.7170	0.7318	0.7316	0.0002	0.5411	0.5337	0.0074
1TMQ	af_relaxed	0	0.4960	0.6210	-0.1250	0.9959	0.9942	0.0017	0.9947	0.9878	0.0069
1TMQ	af_relaxed	1	0.5200	0.5020	0.0180	0.9955	0.9958	-0.0003	0.9920	0.9952	-0.0032
1TMQ	af_relaxed	2	0.5340	0.5230	0.0110	0.9953	0.9955	-0.0002	0.9904	0.9915	-0.0011
1TMQ	af_relaxed	3	0.5600	0.5200	0.0400	0.9948	0.9955	-0.0007	0.9878	0.9936	-0.0058
1TMQ	af_relaxed	4	0.5300	0.5440	-0.0140	0.9954	0.9951	0.0003	0.9931	0.9894	0.0037
1TMQ	af_unrelaxed	0	0.5390	0.6200	-0.0810	0.9952	0.9942	0.0010	0.9915	0.9894	0.0021
1TMQ	af_unrelaxed	1	0.5250	0.5070	0.0180	0.9954	0.9958	-0.0004	0.9920	0.9952	-0.0032
1TMQ	af_unrelaxed	2	0.5230	0.5280	-0.0050	0.9955	0.9954	0.0001	0.9931	0.9926	0.0005
1TMQ	af_unrelaxed	3	0.5240	0.5250	-0.0010	0.9955	0.9954	0.0001	0.9936	0.9931	0.0005
1TMQ	af_unrelaxed	4	0.5010	0.5410	-0.0400	0.9958	0.9952	0.0006	0.9952	0.9915	0.0037
1TMQ	amber_af	0	0.5570	0.6210	-0.0640	0.9949	0.9942	0.0007	0.9883	0.9883	0.0000
1TMQ	amber_af	1	0.5220	0.5020	0.0200	0.9955	0.9958	-0.0003	0.9915	0.9952	-0.0037
1TMQ	amber_af	2	0.5340	0.5230	0.0110	0.9953	0.9955	-0.0002	0.9904	0.9920	-0.0016
1TMQ	amber_af	3	0.5330	0.5220	0.0110	0.9953	0.9955	-0.0002	0.9926	0.9931	-0.0005
1TMQ	amber_af	4	0.4960	0.5380	-0.0420	0.9959	0.9952	0.0007	0.9947	0.9894	0.0053
1TMQ	amber_boltz	0	0.4780	0.5020	-0.0240	0.9962	0.9959	0.0003	0.9926	0.9910	0.0016
1TMQ	amber_boltz	1	0.5100	0.5330	-0.0230	0.9957	0.9953	0.0004	0.9931	0.9904	0.0027
1TMQ	amber_boltz	2	0.4470	0.5240	-0.0770	0.9967	0.9955	0.0012	0.9947	0.9894	0.0053
1TMQ	amber_boltz	3	0.4780	0.5080	-0.0300	0.9962	0.9957	0.0005	0.9936	0.9931	0.0005
1TMQ	amber_boltz	4	0.4610	0.5390	-0.0780	0.9965	0.9952	0.0013	0.9941	0.9904	0.0037
1TMQ	boltz	0	0.4770	0.5030	-0.0260	0.9963	0.9959	0.0004	0.9931	0.9915	0.0016
1TMQ	boltz	1	0.5100	0.5340	-0.0240	0.9957	0.9953	0.0004	0.9936	0.9904	0.0032
1TMQ	boltz	2	0.4450	0.5250	-0.0800	0.9967	0.9955	0.0012	0.9947	0.9888	0.0059
1TMQ	boltz	3	0.4760	0.5090	-0.0330	0.9963	0.9957	0.0006	0.9947	0.9926	0.0021
1TMQ	boltz	4	0.4600	0.5400	-0.0800	0.9965	0.9952	0.0013	0.9941	0.9904	0.0037
1UDI	af_relaxed	0	0.4130	0.4040	0.0090	0.9947	0.9949	-0.0002	0.9978	0.9967	0.0011
1UDI	af_relaxed	1	0.4020	0.4180	-0.0160	0.9949	0.9945	0.0004	0.9967	0.9967	0.0000
1UDI	af_relaxed	2	0.4450	0.4070	0.0380	0.9938	0.9948	-0.0010	0.9967	0.9978	-0.0011
1UDI	af_relaxed	3	0.4080	0.4420	-0.0340	0.9948	0.9939	0.0009	0.9978	0.9967	0.0011
1UDI	af_relaxed	4	0.4440	0.4700	-0.0260	0.9938	0.9931	0.0007	0.9967	0.9945	0.0022
1UDI	amber_af	0	0.4440	0.4040	0.0400	0.9938	0.9949	-0.0011	0.9967	0.9967	0.0000
1UDI	amber_af	1	0.4450	0.4180	0.0270	0.9938	0.9945	-0.0007	0.9956	0.9978	-0.0022
1UDI	amber_af	2	0.4080	0.4070	0.0010	0.9948	0.9948	0.0000	0.9978	0.9978	0.0000
1UDI	amber_af	3	0.4030	0.4420	-0.0390	0.9949	0.9939	0.0010	0.9967	0.9967	0.0000
1UDI	amber_af	4	0.4130	0.4700	-0.0570	0.9946	0.9931	0.0015	0.9978	0.9945	0.0033
1UDI	amber_boltz	0	0.4550	0.4170	0.0380	0.9935	0.9946	-0.0011	0.9956	0.9967	-0.0011
1UDI	amber_boltz	1	0.4350	0.4680	-0.0330	0.9941	0.9932	0.0009	0.9956	0.9934	0.0022
1UDI	amber_boltz	2	0.4120	0.4090	0.0030	0.9947	0.9948	-0.0001	0.9967	0.9967	0.0000
1UDI	amber_boltz	3	0.4370	0.3940	0.0430	0.9940	0.9952	-0.0012	0.9945	0.9967	-0.0022
1UDI	amber_boltz	4	0.4030	0.4160	-0.0130	0.9949	0.9946	0.0003	0.9978	0.9956	0.0022
1UDI	boltz	0	0.4490	0.4110	0.0380	0.9937	0.9947	-0.0010	0.9956	0.9956	0.0000
1UDI	boltz	1	0.4300	0.4640	-0.0340	0.9942	0.9933	0.0009	0.9956	0.9934	0.0022
1UDI	boltz	2	0.4050	0.4000	0.0050	0.9949	0.9950	-0.0001	0.9967	0.9967	0.0000
1UDI	boltz	3	0.4310	0.3880	0.0430	0.9942	0.9953	-0.0011	0.9945	0.9967	-0.0022
1UDI	boltz	4	0.3940	0.4100	-0.0160	0.9951	0.9947	0.0004	0.9967	0.9956	0.0011
1US7	af_relaxed	0	0.6200	0.6050	0.0150	0.9870	0.9876	-0.0006	0.9818	0.9854	-0.0036
1US7	af_relaxed	1	0.6020	0.6240	-0.0220	0.9877	0.9869	0.0008	0.9854	0.9830	0.0024
1US7	af_relaxed	2	0.6320	0.6240	0.0080	0.9865	0.9868	-0.0003	0.9806	0.9818	-0.0012
1US7	af_relaxed	3	0.6350	0.6530	-0.0180	0.9863	0.9856	0.0007	0.9818	0.9818	0.0000
1US7	af_relaxed	4	0.7540	0.6440	0.1100	0.9820	0.9859	-0.0039	0.9733	0.9806	-0.0073
1US7	amber_af	0	0.6310	0.6050	0.0260	0.9866	0.9876	-0.0010	0.9806	0.9854	-0.0048
1US7	amber_af	1	0.6210	0.6220	-0.0010	0.9870	0.9869	0.0001	0.9818	0.9830	-0.0012
1US7	amber_af	2	0.7530	0.6240	0.1290	0.9820	0.9868	-0.0048	0.9733	0.9818	-0.0085
1US7	amber_af	3	0.6020	0.6540	-0.0520	0.9877	0.9855	0.0022	0.9854	0.9806	0.0048
1US7	amber_af	4	0.6350	0.6430	-0.0080	0.9863	0.9860	0.0003	0.9830	0.9818	0.0012
1US7	amber_boltz	0	0.6780	0.6320	0.0460	0.9867	0.9893	-0.0026	0.9806	0.9867	-0.0061
1US7	amber_boltz	1	0.6670	0.6400	0.0270	0.9874	0.9886	-0.0012	0.9806	0.9842	-0.0036
1US7	amber_boltz	2	0.6680	0.6780	-0.0100	0.9878	0.9872	0.0006	0.9842	0.9842	0.0000
1US7	amber_boltz	3	0.6910	0.6880	0.0030	0.9866	0.9865	0.0001	0.9794	0.9794	0.0000
1US7	amber_boltz	4	0.7570	0.7260	0.0310	0.9839	0.9850	-0.0011	0.9709	0.9769	-0.0060
1US7	boltz	0	0.6660	0.6200	0.0460	0.9872	0.9897	-0.0025	0.9818	0.9879	-0.0061
1US7	boltz	1	0.6580	0.6290	0.0290	0.9877	0.9889	-0.0012	0.9830	0.9867	-0.0037
1US7	boltz	2	0.6590	0.6670	-0.0080	0.9881	0.9875	0.0006	0.9842	0.9830	0.0012
1US7	boltz	3	0.6760	0.6760	0.0000	0.9871	0.9870	0.0001	0.9842	0.9806	0.0036
1US7	boltz	4	0.7470	0.7190	0.0280	0.9843	0.9852	-0.0009	0.9721	0.9745	-0.0024
1VFB	af_relaxed	0	0.4560	0.4570	-0.0010	0.9868	0.9864	0.0004	0.9930	0.9953	-0.0023
1VFB	af_relaxed	1	0.4100	0.3870	0.0230	0.9890	0.9902	-0.0012	0.9977	0.9977	0.0000
1VFB	af_relaxed	2	0.4470	0.4540	-0.0070	0.9871	0.9869	0.0002	0.9953	0.9930	0.0023
1VFB	af_relaxed	3	0.4280	0.4060	0.0220	0.9879	0.9890	-0.0011	0.9977	0.9977	0.0000
1VFB	af_relaxed	4	0.4050	0.4210	-0.0160	0.9893	0.9886	0.0007	0.9977	0.9953	0.0024
1VFB	amber_af	0	0.4270	0.4570	-0.0300	0.9879	0.9864	0.0015	0.9977	0.9953	0.0024
1VFB	amber_af	1	0.4620	0.3870	0.0750	0.9863	0.9902	-0.0039	0.9953	0.9977	-0.0024
1VFB	amber_af	2	0.4130	0.4540	-0.0410	0.9889	0.9869	0.0020	0.9977	0.9930	0.0047
1VFB	amber_af	3	0.4570	0.4060	0.0510	0.9868	0.9890	-0.0022	0.9930	0.9977	-0.0047
1VFB	amber_af	4	0.4110	0.4210	-0.0100	0.9891	0.9886	0.0005	0.9977	0.9953	0.0024
1VFB	amber_boltz	0	0.4310	0.3740	0.0570	0.9879	0.9909	-0.0030	0.9953	0.9977	-0.0024
1VFB	amber_boltz	1	0.4680	0.3930	0.0750	0.9866	0.9898	-0.0032	0.9930	0.9953	-0.0023
1VFB	amber_boltz	2	0.3980	0.4180	-0.0200	0.9896	0.9886	0.0010	0.9953	0.9930	0.0023
1VFB	amber_boltz	3	0.4250	0.3630	0.0620	0.9883	0.9912	-0.0029	0.9930	0.9977	-0.0047
1VFB	amber_boltz	4	0.4140	0.4080	0.0060	0.9888	0.9893	-0.0005	0.9953	0.9930	0.0023
1VFB	boltz	0	0.4350	0.3610	0.0740	0.9878	0.9914	-0.0036	0.9953	0.9977	-0.0024
1VFB	boltz	1	0.4660	0.3940	0.0720	0.9868	0.9898	-0.0030	0.9930	0.9953	-0.0023
1VFB	boltz	2	0.3940	0.4170	-0.0230	0.9898	0.9887	0.0011	0.9953	0.9930	0.0023
1VFB	boltz	3	0.4260	0.3590	0.0670	0.9883	0.9914	-0.0031	0.9930	0.9977	-0.0047
1VFB	boltz	4	0.4200	0.4040	0.0160	0.9885	0.9895	-0.0010	0.9953	0.9930	0.0023
1WDW	af_relaxed	0	0.6690	0.6740	-0.0050	0.9896	0.9895	0.0001	0.9885	0.9885	0.0000
1WDW	af_relaxed	1	0.6690	0.6730	-0.0040	0.9895	0.9894	0.0001	0.9875	0.9885	-0.0010
1WDW	af_relaxed	2	0.6880	0.6910	-0.0030	0.9892	0.9891	0.0001	0.9875	0.9885	-0.0010
1WDW	af_relaxed	3	0.6690	0.6690	0.0000	0.9895	0.9896	-0.0001	0.9875	0.9885	-0.0010
1WDW	af_relaxed	4	0.6690	0.6690	0.0000	0.9896	0.9896	0.0000	0.9875	0.9875	0.0000
1WDW	amber_af	0	0.6700	0.6730	-0.0030	0.9895	0.9895	0.0000	0.9875	0.9885	-0.0010
1WDW	amber_af	1	0.6730	0.6730	0.0000	0.9894	0.9894	0.0000	0.9865	0.9875	-0.0010
1WDW	amber_af	2	0.6700	0.6900	-0.0200	0.9896	0.9891	0.0005	0.9885	0.9875	0.0010
1WDW	amber_af	3	0.6680	0.6700	-0.0020	0.9897	0.9896	0.0001	0.9875	0.9885	-0.0010
1WDW	amber_af	4	0.6870	0.6680	0.0190	0.9892	0.9897	-0.0005	0.9885	0.9865	0.0020
1WDW	amber_boltz	0	0.9800	0.9400	0.0400	0.9803	0.9808	-0.0005	0.9698	0.9719	-0.0021
1WDW	amber_boltz	1	0.9520	0.9290	0.0230	0.9799	0.9808	-0.0009	0.9688	0.9719	-0.0031
1WDW	amber_boltz	2	0.8600	0.9430	-0.0830	0.9822	0.9808	0.0014	0.9740	0.9719	0.0021
1WDW	amber_boltz	3	0.9500	0.9250	0.0250	0.9808	0.9811	-0.0003	0.9719	0.9708	0.0011
1WDW	amber_boltz	4	0.9680	0.9210	0.0470	0.9793	0.9813	-0.0020	0.9688	0.9740	-0.0052
1WDW	boltz	0	0.9700	0.9300	0.0400	0.9807	0.9813	-0.0006	0.9708	0.9740	-0.0032
1WDW	boltz	1	0.9440	0.9200	0.0240	0.9803	0.9812	-0.0009	0.9698	0.9719	-0.0021
1WDW	boltz	2	0.8540	0.9370	-0.0830	0.9825	0.9811	0.0014	0.9740	0.9719	0.0021
1WDW	boltz	3	0.9440	0.9160	0.0280	0.9811	0.9815	-0.0004	0.9719	0.9729	-0.0010
1WDW	boltz	4	0.9610	0.9110	0.0500	0.9797	0.9818	-0.0021	0.9677	0.9750	-0.0073
1WEJ	af_relaxed	0	13.6350	13.6380	-0.0030	0.1652	0.1655	-0.0003	0.1442	0.1442	0.0000
1WEJ	af_relaxed	1	13.6280	13.6190	0.0090	0.1656	0.1666	-0.0010	0.1490	0.1466	0.0024
1WEJ	af_relaxed	2	13.6100	13.6190	-0.0090	0.1661	0.1662	-0.0001	0.1514	0.1514	0.0000
1WEJ	af_relaxed	3	13.6210	13.6050	0.0160	0.1660	0.1669	-0.0009	0.1442	0.1442	0.0000
1WEJ	af_relaxed	4	13.6030	13.6260	-0.0230	0.1665	0.1657	0.0008	0.1490	0.1490	0.0000
1WEJ	amber_af	0	13.6280	13.6370	-0.0090	0.1656	0.1654	0.0002	0.1442	0.1442	0.0000
1WEJ	amber_af	1	13.6200	13.6190	0.0010	0.1661	0.1665	-0.0004	0.1442	0.1442	0.0000
1WEJ	amber_af	2	13.6100	13.6200	-0.0100	0.1662	0.1661	0.0001	0.1514	0.1490	0.0024
1WEJ	amber_af	3	13.6340	13.6050	0.0290	0.1653	0.1669	-0.0016	0.1442	0.1490	-0.0048
1WEJ	amber_af	4	13.6040	13.6260	-0.0220	0.1664	0.1660	0.0004	0.1490	0.1442	0.0048
1WEJ	amber_boltz	0	13.6220	13.6360	-0.0140	0.1660	0.1664	-0.0004	0.1466	0.1466	0.0000
1WEJ	amber_boltz	1	13.6510	13.6480	0.0030	0.1652	0.1659	-0.0007	0.1418	0.1442	-0.0024
1WEJ	amber_boltz	2	13.6350	13.6270	0.0080	0.1665	0.1654	0.0011	0.1466	0.1418	0.0048
1WEJ	amber_boltz	3	13.6350	13.6420	-0.0070	0.1657	0.1652	0.0005	0.1466	0.1466	0.0000
1WEJ	amber_boltz	4	13.6270	13.6400	-0.0130	0.1663	0.1656	0.0007	0.1442	0.1466	-0.0024
1WEJ	boltz	0	13.6110	13.6280	-0.0170	0.1666	0.1667	-0.0001	0.1490	0.1490	0.0000
1WEJ	boltz	1	13.6400	13.6380	0.0020	0.1667	0.1661	0.0006	0.1466	0.1466	0.0000
1WEJ	boltz	2	13.6150	13.6090	0.0060	0.1671	0.1667	0.0004	0.1490	0.1442	0.0048
1WEJ	boltz	3	13.6180	13.6300	-0.0120	0.1670	0.1666	0.0004	0.1466	0.1466	0.0000
1WEJ	boltz	4	13.6120	13.6320	-0.0200	0.1665	0.1658	0.0007	0.1442	0.1442	0.0000
1WQ1	af_relaxed	0	1.1650	1.1630	0.0020	0.9749	0.9751	-0.0002	0.9266	0.9273	-0.0007
1WQ1	af_relaxed	1	1.1740	1.1660	0.0080	0.9748	0.9760	-0.0012	0.9273	0.9305	-0.0032
1WQ1	af_relaxed	2	1.1190	1.1620	-0.0430	0.9777	0.9749	0.0028	0.9414	0.9273	0.0141
1WQ1	af_relaxed	3	1.2210	1.2330	-0.0120	0.9734	0.9732	0.0002	0.9258	0.9219	0.0039
1WQ1	af_relaxed	4	1.2230	1.2650	-0.0420	0.9736	0.9719	0.0017	0.9219	0.9180	0.0039
1WQ1	amber_af	0	1.2230	1.1630	0.0600	0.9735	0.9751	-0.0016	0.9211	0.9266	-0.0055
1WQ1	amber_af	1	1.2210	1.1650	0.0560	0.9734	0.9760	-0.0026	0.9250	0.9305	-0.0055
1WQ1	amber_af	2	1.1740	1.1620	0.0120	0.9748	0.9749	-0.0001	0.9266	0.9281	-0.0015
1WQ1	amber_af	3	1.1190	1.2340	-0.1150	0.9777	0.9732	0.0045	0.9414	0.9219	0.0195
1WQ1	amber_af	4	1.1650	1.2650	-0.1000	0.9749	0.9719	0.0030	0.9273	0.9180	0.0093
1WQ1	amber_boltz	0	1.7090	1.6920	0.0170	0.9503	0.9529	-0.0026	0.8727	0.8812	-0.0085
1WQ1	amber_boltz	1	1.6900	1.6420	0.0480	0.9510	0.9532	-0.0022	0.8836	0.8875	-0.0039
1WQ1	amber_boltz	2	1.5670	1.8040	-0.2370	0.9604	0.9446	0.0158	0.8938	0.8633	0.0305
1WQ1	amber_boltz	3	1.6960	1.7390	-0.0430	0.9522	0.9508	0.0014	0.8852	0.8773	0.0079
1WQ1	amber_boltz	4	1.7290	1.8020	-0.0730	0.9506	0.9447	0.0059	0.8828	0.8750	0.0078
1WQ1	boltz	0	1.7010	1.6850	0.0160	0.9506	0.9532	-0.0026	0.8758	0.8820	-0.0062
1WQ1	boltz	1	1.6840	1.6360	0.0480	0.9512	0.9534	-0.0022	0.8836	0.8883	-0.0047
1WQ1	boltz	2	1.5590	1.8030	-0.2440	0.9606	0.9446	0.0160	0.8945	0.8641	0.0304
1WQ1	boltz	3	1.6910	1.7360	-0.0450	0.9524	0.9509	0.0015	0.8883	0.8789	0.0094
1WQ1	boltz	4	1.7240	1.8010	-0.0770	0.9507	0.9447	0.0060	0.8852	0.8750	0.0102
1XD3	af_relaxed	0	0.6660	0.6620	0.0040	0.9903	0.9904	-0.0001	0.9924	0.9924	0.0000
1XD3	af_relaxed	1	0.6570	0.6530	0.0040	0.9902	0.9904	-0.0002	0.9934	0.9934	0.0000
1XD3	af_relaxed	2	0.6480	0.6500	-0.0020	0.9905	0.9906	-0.0001	0.9934	0.9934	0.0000
1XD3	af_relaxed	3	0.6850	0.6860	-0.0010	0.9899	0.9897	0.0002	0.9913	0.9913	0.0000
1XD3	af_relaxed	4	0.6490	0.6450	0.0040	0.9904	0.9906	-0.0002	0.9934	0.9945	-0.0011
1XD3	amber_af	0	0.6490	0.6620	-0.0130	0.9905	0.9904	0.0001	0.9934	0.9924	0.0010
1XD3	amber_af	1	0.6490	0.6530	-0.0040	0.9904	0.9905	-0.0001	0.9934	0.9934	0.0000
1XD3	amber_af	2	0.6650	0.6510	0.0140	0.9903	0.9905	-0.0002	0.9924	0.9934	-0.0010
1XD3	amber_af	3	0.6850	0.6870	-0.0020	0.9899	0.9897	0.0002	0.9913	0.9913	0.0000
1XD3	amber_af	4	0.6570	0.6450	0.0120	0.9902	0.9906	-0.0004	0.9934	0.9945	-0.0011
1XD3	amber_boltz	0	0.7250	0.6830	0.0420	0.9909	0.9916	-0.0007	0.9934	0.9956	-0.0022
1XD3	amber_boltz	1	0.7060	0.7440	-0.0380	0.9918	0.9909	0.0009	0.9956	0.9945	0.0011
1XD3	amber_boltz	2	0.6470	0.6750	-0.0280	0.9918	0.9913	0.0005	0.9956	0.9945	0.0011
1XD3	amber_boltz	3	0.6890	0.7620	-0.0730	0.9915	0.9908	0.0007	0.9945	0.9956	-0.0011
1XD3	amber_boltz	4	0.6370	0.6240	0.0130	0.9924	0.9925	-0.0001	0.9956	0.9956	0.0000
1XD3	boltz	0	0.7220	0.6780	0.0440	0.9910	0.9918	-0.0008	0.9934	0.9956	-0.0022
1XD3	boltz	1	0.7120	0.7400	-0.0280	0.9917	0.9911	0.0006	0.9956	0.9956	0.0000
1XD3	boltz	2	0.6420	0.6690	-0.0270	0.9919	0.9915	0.0004	0.9967	0.9945	0.0022
1XD3	boltz	3	0.6850	0.7500	-0.0650	0.9916	0.9910	0.0006	0.9945	0.9956	-0.0011
1XD3	boltz	4	0.6350	0.6170	0.0180	0.9925	0.9927	-0.0002	0.9956	0.9967	-0.0011
1XQS	af_relaxed	0	0.7080	0.5810	0.1270	0.9895	0.9910	-0.0015	0.9886	0.9905	-0.0019
1XQS	af_relaxed	1	0.5810	0.5850	-0.0040	0.9911	0.9910	0.0001	0.9886	0.9886	0.0000
1XQS	af_relaxed	2	0.5820	0.7190	-0.1370	0.9910	0.9891	0.0019	0.9886	0.9877	0.0009
1XQS	af_relaxed	3	0.6010	0.6230	-0.0220	0.9905	0.9897	0.0008	0.9867	0.9858	0.0009
1XQS	af_relaxed	4	0.6370	0.5900	0.0470	0.9892	0.9908	-0.0016	0.9820	0.9867	-0.0047
1XQS	amber_af	0	0.7080	0.5810	0.1270	0.9895	0.9910	-0.0015	0.9886	0.9896	-0.0010
1XQS	amber_af	1	0.6350	0.5850	0.0500	0.9892	0.9910	-0.0018	0.9820	0.9886	-0.0066
1XQS	amber_af	2	0.5820	0.7190	-0.1370	0.9910	0.9891	0.0019	0.9886	0.9877	0.0009
1XQS	amber_af	3	0.6010	0.6230	-0.0220	0.9904	0.9897	0.0007	0.9867	0.9848	0.0019
1XQS	amber_af	4	0.5810	0.5900	-0.0090	0.9911	0.9908	0.0003	0.9886	0.9867	0.0019
1XQS	amber_boltz	0	0.7900	0.6400	0.1500	0.9873	0.9890	-0.0017	0.9858	0.9792	0.0066
1XQS	amber_boltz	1	0.6630	0.6220	0.0410	0.9886	0.9897	-0.0011	0.9830	0.9858	-0.0028
1XQS	amber_boltz	2	0.7360	0.6100	0.1260	0.9860	0.9904	-0.0044	0.9744	0.9886	-0.0142
1XQS	amber_boltz	3	0.8830	0.7220	0.1610	0.9831	0.9862	-0.0031	0.9744	0.9688	0.0056
1XQS	amber_boltz	4	0.7320	0.8570	-0.1250	0.9859	0.9846	0.0013	0.9650	0.9744	-0.0094
1XQS	boltz	0	0.7880	0.6380	0.1500	0.9874	0.9890	-0.0016	0.9848	0.9801	0.0047
1XQS	boltz	1	0.6620	0.6230	0.0390	0.9886	0.9897	-0.0011	0.9839	0.9848	-0.0009
1XQS	boltz	2	0.7330	0.6060	0.1270	0.9861	0.9905	-0.0044	0.9744	0.9905	-0.0161
1XQS	boltz	3	0.8830	0.7190	0.1640	0.9831	0.9863	-0.0032	0.9754	0.9706	0.0048
1XQS	boltz	4	0.7310	0.8560	-0.1250	0.9859	0.9847	0.0012	0.9650	0.9735	-0.0085
1XU1	af_relaxed	0	0.6760	0.6590	0.0170	0.9843	0.9846	-0.0003	0.9909	0.9909	0.0000
1XU1	af_relaxed	1	0.7930	0.7830	0.0100	0.9782	0.9783	-0.0001	0.9818	0.9818	0.0000
1XU1	af_relaxed	2	0.7880	0.7860	0.0020	0.9795	0.9785	0.0010	0.9854	0.9836	0.0018
1XU1	af_relaxed	3	0.7580	0.7970	-0.0390	0.9796	0.9790	0.0006	0.9836	0.9854	-0.0018
1XU1	af_relaxed	4	0.7860	0.7580	0.0280	0.9786	0.9797	-0.0011	0.9836	0.9818	0.0018
1XU1	amber_af	0	0.6770	0.6590	0.0180	0.9843	0.9846	-0.0003	0.9909	0.9909	0.0000
1XU1	amber_af	1	0.7920	0.7840	0.0080	0.9782	0.9783	-0.0001	0.9818	0.9818	0.0000
1XU1	amber_af	2	0.7590	0.7850	-0.0260	0.9796	0.9785	0.0011	0.9836	0.9836	0.0000
1XU1	amber_af	3	0.7890	0.7970	-0.0080	0.9795	0.9790	0.0005	0.9854	0.9854	0.0000
1XU1	amber_af	4	0.7850	0.7590	0.0260	0.9785	0.9796	-0.0011	0.9836	0.9818	0.0018
1XU1	amber_boltz	0	0.5730	0.6470	-0.0740	0.9854	0.9813	0.0041	0.9909	0.9872	0.0037
1XU1	amber_boltz	1	0.6530	0.6050	0.0480	0.9807	0.9835	-0.0028	0.9854	0.9909	-0.0055
1XU1	amber_boltz	2	0.6150	0.6360	-0.0210	0.9827	0.9829	-0.0002	0.9909	0.9909	0.0000
1XU1	amber_boltz	3	0.6470	0.6340	0.0130	0.9812	0.9822	-0.0010	0.9909	0.9891	0.0018
1XU1	amber_boltz	4	0.6550	0.6460	0.0090	0.9815	0.9812	0.0003	0.9872	0.9891	-0.0019
1XU1	boltz	0	0.5770	0.6460	-0.0690	0.9852	0.9814	0.0038	0.9909	0.9872	0.0037
1XU1	boltz	1	0.6490	0.6100	0.0390	0.9810	0.9833	-0.0023	0.9854	0.9891	-0.0037
1XU1	boltz	2	0.6120	0.6350	-0.0230	0.9829	0.9831	-0.0002	0.9909	0.9909	0.0000
1XU1	boltz	3	0.6440	0.6340	0.0100	0.9814	0.9822	-0.0008	0.9891	0.9891	0.0000
1XU1	boltz	4	0.6530	0.6490	0.0040	0.9816	0.9810	0.0006	0.9872	0.9891	-0.0019
1Y64	af_relaxed	0	1.1670	1.1750	-0.0080	0.9742	0.9740	0.0002	0.9108	0.9087	0.0021
1Y64	af_relaxed	1	1.2480	1.2590	-0.0110	0.9732	0.9728	0.0004	0.9087	0.9066	0.0021
1Y64	af_relaxed	2	1.2000	1.2040	-0.0040	0.9731	0.9745	-0.0014	0.9094	0.9136	-0.0042
1Y64	af_relaxed	3	1.1880	1.2130	-0.0250	0.9751	0.9721	0.0030	0.9150	0.8989	0.0161
1Y64	af_relaxed	4	1.2130	1.2470	-0.0340	0.9742	0.9729	0.0013	0.9108	0.9066	0.0042
1Y64	amber_af	0	1.1890	1.1750	0.0140	0.9750	0.9740	0.0010	0.9129	0.9094	0.0035
1Y64	amber_af	1	1.2130	1.2590	-0.0460	0.9742	0.9727	0.0015	0.9115	0.9059	0.0056
1Y64	amber_af	2	1.2470	1.2010	0.0460	0.9732	0.9746	-0.0014	0.9087	0.9143	-0.0056
1Y64	amber_af	3	1.1940	1.2180	-0.0240	0.9733	0.9719	0.0014	0.9087	0.8982	0.0105
1Y64	amber_af	4	1.1660	1.2470	-0.0810	0.9743	0.9729	0.0014	0.9101	0.9066	0.0035
1Y64	amber_boltz	0	1.2460	1.3400	-0.0940	0.9736	0.9698	0.0038	0.9136	0.8982	0.0154
1Y64	amber_boltz	1	1.2640	1.3380	-0.0740	0.9728	0.9692	0.0036	0.9115	0.8862	0.0253
1Y64	amber_boltz	2	1.2750	1.2730	0.0020	0.9719	0.9723	-0.0004	0.9059	0.9031	0.0028
1Y64	amber_boltz	3	1.4190	1.3570	0.0620	0.9671	0.9689	-0.0018	0.8961	0.8961	0.0000
1Y64	amber_boltz	4	1.3560	1.5100	-0.1540	0.9694	0.9617	0.0077	0.9059	0.8581	0.0478
